test,x_value,viability_score
latency,0.5,0.5203986116977654
latency,2.1224489795918364,0.49259238305610414
latency,3.7448979591836733,0.46067181217708425
latency,5.36734693877551,0.45033227512328955
latency,6.989795918367347,0.4077932048191009
latency,8.612244897959183,0.40853669349720917
latency,10.23469387755102,0.41675648962943923
latency,11.857142857142856,0.42055670382417587
latency,13.479591836734693,0.42217180787419545
latency,15.10204081632653,0.4225184709290081
latency,16.724489795918366,0.4229421702722154
latency,18.346938775510203,0.41925906154572024
latency,19.96938775510204,0.4176510113153804
latency,21.591836734693878,0.419181106325833
latency,23.21428571428571,0.42228842297549835
latency,24.83673469387755,0.4216880130078737
latency,26.459183673469386,0.4132294728445965
latency,28.081632653061224,0.4108595234659714
latency,29.70408163265306,0.40836444375025527
latency,31.326530612244895,0.4076720755249514
latency,32.94897959183673,0.4034171685231295
latency,34.57142857142857,0.4032201667148918
latency,36.19387755102041,0.39934455942285496
latency,37.816326530612244,0.3950337119325214
latency,39.43877551020408,0.392646192909212
latency,41.06122448979592,0.3930591383653179
latency,42.683673469387756,0.391321051249782
latency,44.306122448979586,0.38805131179714164
latency,45.92857142857142,0.38805131179714164
latency,47.55102040816326,0.3868791895097827
latency,49.1734693877551,0.38687918950978273
latency,50.795918367346935,0.40145242580503876
latency,52.41836734693877,0.40145242580503876
latency,54.04081632653061,0.40145242580503876
latency,55.66326530612245,0.4014524258050388
latency,57.285714285714285,0.40145242580503876
latency,58.90816326530612,0.40145242580503876
latency,60.53061224489796,0.4014524258050388
latency,62.15306122448979,0.40145242580503876
latency,63.77551020408163,0.40145242580503876
latency,65.39795918367346,0.4014524258050387
latency,67.0204081632653,0.40145242580503876
latency,68.64285714285714,0.40145242580503876
latency,70.26530612244898,0.40145242580503876
latency,71.88775510204081,0.4014524258050387
latency,73.51020408163265,0.4014524258050387
latency,75.13265306122449,0.4660953925838708
latency,76.75510204081633,0.4660953925838708
latency,78.37755102040816,0.4660953925838708
latency,80.0,0.46609539258387095
reliability,0.9999,0.4431884138737094
reliability,0.9992897959183673,0.4525608449042581
reliability,0.9986795918367347,0.45256084490425813
reliability,0.998069387755102,0.45256084490425813
reliability,0.9974591836734694,0.45256084490425813
reliability,0.9968489795918367,0.45256084490425813
reliability,0.9962387755102041,0.4525608449042582
reliability,0.9956285714285714,0.4554939353775962
reliability,0.9950183673469388,0.44409738022419104
reliability,0.9944081632653061,0.44447129965848686
reliability,0.9937979591836734,0.43999262266389416
reliability,0.9931877551020408,0.4385279879919214
reliability,0.9925775510204081,0.4389553910633755
reliability,0.9919673469387755,0.4390769632820462
reliability,0.9913571428571428,0.4170474686142056
reliability,0.9907469387755102,0.3982920737664341
reliability,0.9901367346938775,0.39449566129827085
reliability,0.9895265306122449,0.39449566129827074
reliability,0.9889163265306122,0.39449566129827085
reliability,0.9883061224489796,0.39449566129827085
reliability,0.9876959183673469,0.39449566129827074
reliability,0.9870857142857142,0.39449566129827085
reliability,0.9864755102040816,0.39449566129827074
reliability,0.9858653061224489,0.39449566129827074
reliability,0.9852551020408163,0.39449566129827085
reliability,0.9846448979591836,0.39449566129827085
reliability,0.984034693877551,0.39449566129827085
reliability,0.9834244897959183,0.3944956612982709
reliability,0.9828142857142858,0.39449566129827085
reliability,0.982204081632653,0.39449566129827085
reliability,0.9815938775510203,0.39449566129827085
reliability,0.9809836734693878,0.39449566129827074
reliability,0.980373469387755,0.39449566129827085
reliability,0.9797632653061225,0.39449566129827074
reliability,0.9791530612244898,0.39449566129827085
reliability,0.9785428571428572,0.39449566129827085
reliability,0.9779326530612245,0.39449566129827085
reliability,0.9773224489795919,0.39449566129827085
reliability,0.9767122448979592,0.39449566129827085
reliability,0.9761020408163266,0.39449566129827085
reliability,0.9754918367346939,0.3944956612982707
reliability,0.9748816326530612,0.39449566129827074
reliability,0.9742714285714286,0.39449566129827085
reliability,0.9736612244897959,0.39449566129827074
reliability,0.9730510204081633,0.39449566129827074
reliability,0.9724408163265306,0.3944956612982709
reliability,0.971830612244898,0.39449566129827085
reliability,0.9712204081632653,0.39449566129827074
reliability,0.9706102040816327,0.3944956612982707
reliability,0.97,0.39449566129827085
packet_loss,0.0,0.45515321561291666
packet_loss,0.0010204081632653062,0.4525608449042581
packet_loss,0.0020408163265306124,0.4525608449042582
packet_loss,0.0030612244897959186,0.45256084490425813
packet_loss,0.004081632653061225,0.45256084490425813
packet_loss,0.005102040816326531,0.4525608449042582
packet_loss,0.006122448979591837,0.45256084490425813
packet_loss,0.0071428571428571435,0.4525608449042582
packet_loss,0.00816326530612245,0.4525608449042582
packet_loss,0.009183673469387756,0.45256084490425813
packet_loss,0.010204081632653062,0.45256084490425813
packet_loss,0.011224489795918368,0.45256084490425813
packet_loss,0.012244897959183675,0.4525608449042582
packet_loss,0.01326530612244898,0.45256084490425813
packet_loss,0.014285714285714287,0.45256084490425813
packet_loss,0.015306122448979593,0.45256084490425813
packet_loss,0.0163265306122449,0.4525608449042582
packet_loss,0.017346938775510204,0.45256084490425813
packet_loss,0.018367346938775512,0.45256084490425813
packet_loss,0.01938775510204082,0.45256084490425813
packet_loss,0.020408163265306124,0.45256084490425813
packet_loss,0.02142857142857143,0.4525608449042582
packet_loss,0.022448979591836737,0.4525608449042582
packet_loss,0.023469387755102045,0.4525608449042583
packet_loss,0.02448979591836735,0.45256084490425813
packet_loss,0.025510204081632654,0.4525608449042582
packet_loss,0.02653061224489796,0.4525608449042582
packet_loss,0.02755102040816327,0.45256084490425813
packet_loss,0.028571428571428574,0.45256084490425813
packet_loss,0.02959183673469388,0.45256084490425813
packet_loss,0.030612244897959186,0.45256084490425813
packet_loss,0.031632653061224494,0.4525608449042582
packet_loss,0.0326530612244898,0.45256084490425813
packet_loss,0.0336734693877551,0.45256084490425813
packet_loss,0.03469387755102041,0.4525608449042582
packet_loss,0.03571428571428572,0.45256084490425813
packet_loss,0.036734693877551024,0.45256084490425813
packet_loss,0.03775510204081633,0.45256084490425813
packet_loss,0.03877551020408164,0.4525608449042582
packet_loss,0.039795918367346944,0.45256084490425813
packet_loss,0.04081632653061225,0.45256084490425813
packet_loss,0.04183673469387755,0.45256084490425813
packet_loss,0.04285714285714286,0.45256084490425813
packet_loss,0.04387755102040817,0.45256084490425813
packet_loss,0.04489795918367347,0.4525608449042582
packet_loss,0.04591836734693878,0.4525608449042582
packet_loss,0.04693877551020409,0.45256084490425813
packet_loss,0.047959183673469394,0.4525608449042582
packet_loss,0.0489795918367347,0.45256084490425813
packet_loss,0.05,0.45256084490425813
