age,arquivo_origem,available,cluster-ip,cpu_cores,external-ip,gates,ip,memory_bytes,momento,name,node,nominated,pod_name,port_s,readiness,ready,restarts,status,type,up-to-date
,sem_csmf_metrics.txt,,,10.233.75.28:44342,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:42884,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:42892,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:47126,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:42896,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:47142,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:56740,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:56756,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:40904,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:56760,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:40916,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:56282,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:56284,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:56856,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:56296,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:56868,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:40290,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:40282,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:59702,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:40304,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:59706,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:59830,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:59836,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:60070,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:59848,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:60080,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:52198,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:52196,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:46072,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:52200,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:46082,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:47498,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:47496,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:59086,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:47510,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:59092,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:54976,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:54980,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:48814,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:54986,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:48824,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:54464,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:54480,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:36514,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:54494,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:36526,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:39822,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:39834,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:49608,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:39846,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:49620,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49408,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49412,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:40060,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49414,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:40066,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60664,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60680,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:59242,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60686,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:59254,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60810,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60816,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:35860,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60820,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:35874,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:33462,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:33466,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:45986,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:33474,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:45998,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41870,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41872,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:43810,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41878,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:43826,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49214,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49222,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:38664,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49236,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:38666,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:37154,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:37166,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:58476,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:37180,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:58484,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:37216,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:37226,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:54572,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:37230,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:54584,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55048,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55062,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:33322,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55070,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:33336,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:58546,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:58556,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:39602,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:58568,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:39612,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:39140,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:39148,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:43732,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:39150,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:43738,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55796,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55808,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:39280,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55820,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:39282,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:43846,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:43854,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:42078,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:43856,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:42090,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:46406,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:46420,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:41848,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:46422,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:41852,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:38396,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:38410,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:45134,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:38424,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:45144,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55128,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55134,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:34788,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55136,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:34796,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:44656,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:44662,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:47596,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:44678,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:47600,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49396,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49394,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:47688,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49400,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:47700,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:33762,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:33766,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:45438,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:33778,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:45448,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:34088,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:34092,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:51016,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:34096,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:51030,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:40638,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:40636,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:51218,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:40650,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:51234,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49702,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49698,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:37872,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:49708,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:37874,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:50936,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:50938,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:53154,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:50954,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:53164,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:45110,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:45116,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:52038,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:45124,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:52046,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41746,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41752,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:40474,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41764,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:40486,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:48390,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:48402,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:44408,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:48414,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:44418,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:46106,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:46114,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:58772,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:46120,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:58786,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:34938,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:34944,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:52954,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:34958,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:52956,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55096,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55094,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:53994,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:55120,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:53998,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:45514,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:45512,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:50902,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:45536,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:50908,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:36296,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:36298,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:35736,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:36306,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:35752,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60670,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60672,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:36664,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60678,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:36676,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:51444,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:51454,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:37894,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:51466,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:37910,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:38794,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:38796,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:40156,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:38800,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:40168,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:45804,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:45814,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:41800,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:45826,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:41802,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:52764,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:52776,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:34214,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:52792,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:34218,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41018,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41010,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:51532,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41028,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:51534,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60502,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60488,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:60134,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:60516,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:60142,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41340,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41338,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,10.233.75.28:41162,,,,-,initial,,,,INFO:,,,,,,,
,sem_csmf_metrics.txt,,,192.168.10.16:41362,,,,-,initial,,,,INFO:,,,,,,,
